Date, User Agent
Thu Feb 05 2015 22:27:13 GMT-0500 (EST),Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_5) AppleWebKit/537.36 (KHTML; like Gecko) Chrome/40.0.2214.94 Safari/537.36
